title,appId,url,icon,developer,currency,free,summary,scoreText,score
"Kahoot! Algebra 2 by DragonBox",com.kahoot.algebra12,https://play.google.com/store/apps/details?id=com.kahoot.algebra12,https://play-lh.googleusercontent.com/8GIpL5VeDr2y7K9NhdYR5wdXPrd8-AwnlgUIGWPS2e7ftBCKnphUOVr8dDmkjPv-TA,"Kahoot!",USD,true,"Kahoot! Algebra 2 by DragonBox: A fun, game-based algebra tutor that fits in your pocket.<br><br>**REQUIRES A SUBSCRIPTION**<br>Access to the contents and functionality of this app requires a subscription to Kahoot!+ Family. The subscription starts with a 7 day free trial and can be cancelled at any time before the end of the trial.<br><br>The Kahoot!+ Family subscription gives your family access to premium Kahoot! features and several award-winning learning apps for math and reading.<br><br>Kahoot! Algebra 2 by DragonBox is a must-have tool for students to gain confidence in algebra and math and improve their grades. It is based on the award-winning game Kahoot! Algebra by DragonBox but covers more advanced topics in math and algebra:<br>* Parentheses<br>* Positive and Negative signs<br>* Addition of Fractions (Common Denominators)<br>* Collection of Like Terms<br>* Factorization<br>* Substitution<br><br>Kahoot! Algebra 2 by DragonBox gives players a deeper understanding of what math is all about: objects and the relationships between objects.<br>This educational game targets children from the ages of 12 to 17 but learners of all ages (including adults) can enjoy it. Playing doesn’t require any supervision, although parents can enjoy playing along with their children and maybe even brush up their own math skills.<br><br>Kahoot! Algebra 2 by DragonBox introduces all these elements in a playful and colorful world appealing to players all ages.<br>The player learns at his/her own pace by experimenting with rules that are introduced gradually. Progress is illustrated with the birth and growth of a dragon for each new chapter. <br><br>Dr. Patrick Marchal, Ph.D. in cognitive science, and Jean-Baptiste Huynh, a high school teacher, created DragonBox Algebra 12+ as an intuitive, interactive, and efficient way to learn algebra. <br><br>Kahoot! Algebra 2 by DragonBox is based on a novel pedagogical method developed in Norway that focuses on discovery and experimentation. Players receive instant feedback which differs from a traditional classroom setting where receiving feedback might take a long time. Kahoot! Algebra 2 by DragonBox creates an environment for kids where they can learn, enjoy and appreciate math. <br><br>Our previous educational game, Kahoot! Algebra by DragonBox has received many distinctions including the Gold Medal of the 2012 Serious Play Award (USA), the Best Serious game at Bilbao´s Fun and Serious Game Festival and the Best Serious Game at the 2013 International Mobile Gaming Awards. It is also recommended by Common Sense Media where it won the Learn ON award.<br><br>FEATURES<br>* 20 progressive chapters (10 learning, 10 training) <br>* 357 puzzles <br>* Basic algebraic rules with which the child can experiment<br>* A focus on minimal instruction encourages creativity and experimentation from the player <br>* Multiple profiles for easy progress control <br>* Dedicated graphics and music for each chapter<br><br>Privacy Policy: https://kahoot.com/privacy<br>Terms and conditions: https://kahoot.com/terms",3.8,3.8333333
"Kahoot! Numbers by DragonBox",com.kahoot.numbers,https://play.google.com/store/apps/details?id=com.kahoot.numbers,https://play-lh.googleusercontent.com/abM-sH4ESj-VOnhtMhmPRnzLF6a1kUIJvlQ5FIktareDYhdxkiwFuGmGTdyKl_4lydE,"Kahoot!",USD,true,"Kahoot! Numbers by DragonBox is an award-winning learning game that gives your child a perfect introduction to math and the foundation they need for future math learning.<br><br>“Kahoot! Numbers by DragonBox is the first thing you should download on a tablet if you have kids 4-8 years old” -Forbes<br><br>Prestisjetunge Parents magazine kunngjorde Kahoot! Numbers by DragonBox som den beste læringsappen for barn for andre år på rad<br><br><br><br>**REQUIRES A SUBSCRIPTION**<br><br>Access to the contents and functionality of this app requires a subscription to Kahoot!+ Family. The subscription starts with a 7-day free trial and can be cancelled at any time before the end of the trial.<br><br>The Kahoot!+ Family subscription gives your family access to premium Kahoot! features and 3 award-winning learning apps for math and reading.<br><br><br>HOW THE GAME WORKS<br><br>Kahoot! Numbers by DragonBox goes beyond teaching children to count by teaching your child what numbers are, how they work, and what you can do with them. The game makes it easy and fun for your child to develop their number sense and gain an intuitive understanding of numbers.<br><br>Kahoot! Numbers by DragonBox brings math to life by turning numbers into colorful and relatable characters, called Nooms. The Nooms can be stacked, sliced, combined, sorted, compared and played with, any way your child pleases. By doing this they will learn basic math and learn addition and subtraction with numbers between 1 and 20.<br><br><br>FEATURES<br><br>The app contains 4 different activities for your child to explore, each designed to challenge your child to use the Nooms and basic math in a different way.<br><br><br>The &quot;Sandbox&quot; section of the game is designed to let your child explore and experiment with the Nooms. It&#39;s also the perfect tool for parents and teachers to explain basic math concepts to kids.<br><br><br>In the &quot;Puzzle&quot; section, your child will use basic math to create their own puzzle pieces, and place them in the right spot to reveal a hidden picture. Every move your child makes reinforces number sense. Your child will perform thousands of operations while solving the 250 puzzles.<br><br><br>In the &quot;Ladder&quot; section, your child will have to think strategically to build larger numbers. Your child will develop an intuitive understanding of how larger numbers relate to small numbers, and practice basic math strategies every step of the way.<br><br><br>In the &quot;Run&quot; section, your child will have to direct the Noom down a path using quick mental calculations. Your child can use their fingers, Nooms or numerals to jump over obstacles. This activity reinforces your child&#39;s number sense and trains their ability to quickly recognise and add numbers.<br><br><br>Kahoot! Numbers by DragonBox is based on the same pedagogical principles as the other games in the award-winning DragonBox series and works by integrating the learning seamlessly into the gameplay, no quizzes or mindless repetitions. Every interaction in Kahoot! Numbers by DragonBox is designed to heighten your child’s understanding of numbers and strengthen his or her love of math, giving your child a great foundation for future math learning.<br><br>Terms and Conditions: https://kahoot.com/terms-and-conditions/<br>Privacy Policy  https://kahoot.com/privacy-policy/",4.7,4.699029
"Kahoot! Big Numbers: DragonBox",com.kahoot.bignumbers,https://play.google.com/store/apps/details?id=com.kahoot.bignumbers,https://play-lh.googleusercontent.com/t_FgFBPSB7rJgLvMW5TSqagbYlkIu-1q_yF5aOUj57utpppj10UYS1LXPz4_Vf7Fj3-Q,"Kahoot!",USD,true,"Kahoot! Big Numbers by DragonBox is an award-winning math learning game that makes it easy for kids to master the math behind BIG numbers.<br><br>Kids as young as 6 can learn how the base-ten system works and how to perform long additions and subtractions.<br><br><br>**REQUIRES A SUBSCRIPTION**<br><br>Access to the contents and functionality of this app requires a subscription to Kahoot!+ Family. The subscription starts with a 7 day free trial and can be cancelled at any time before the end of the trial.<br><br>The Kahoot!+ Family subscription gives your family access to premium Kahoot! features and 3 award-winning learning apps for math and reading.<br><br><br>HOW THE GAME WORKS<br><br>Kahoot! Big Numbers by DragonBox takes your child on an adventure to the magical land of Noomia. Your child will have to gather and trade resources to acquire new items and unlock new worlds.<br><br>To advance in the game, your child must add and subtract to manage their resources. Over the course of the game, quantities will get larger and operations will get harder.<br><br>Your child will have to perform 1000s of operations and gain complete mastery of long additions and subtractions to complete the game.<br><br><br>FEATURES<br><br>- An innovative interface that makes solving long additions and subtractions easy<br><br>- An infinite amount of additions and subtractions to solve.<br><br>- Over 10 hours of engaging gameplay<br><br>- No reading required<br><br>- 6 worlds to explore<br><br>- Learn to count in different languages<br><br>- 10 Different resources to collect and trade<br><br>- 4 Noom houses to furnish and decorate<br><br>- No third-party advertising<br><br>- No in-app purchases<br><br><br>Kahoot! Big Numbers by DragonBox is based on the same pedagogical principles as the other games in the award-winning DragonBox series, and works by integrating the learning seamlessly into the gameplay, no quizzes or mindless repetitions. Every interaction in DragonBox Big Numbers is designed to heighten your child’s understanding of mathematics while motivating them to keep learning through play and exploration.<br><br><br>Terms and Conditions: https://kahoot.com/terms-and-conditions/<br>Privacy Policy  https://kahoot.com/privacy-policy/",4.0,3.953125
"Kahoot! Algebra by DragonBox",com.kahoot.algebra5,https://play.google.com/store/apps/details?id=com.kahoot.algebra5,https://play-lh.googleusercontent.com/SPUJIP7MWDhl5l18Xg3F0nhadv-kyI2ViJEZTuY8GizAG2QOpvCu0X5v0cuneAo1JB4,"Kahoot!",USD,true,"Kahoot! Algebra by DragonBox - The game that secretly teaches algebra <br><br>Kahoot! Algebra by DragonBox, an app inluded in a Kahoot!+ Family subscription, is perfect for giving young learners a head start in math and algebra. Children as young as five can begin to grasp basic processes involved in solving linear equations in an easy and fun way, without even realizing that they are learning. The game is intuitive, engaging and fun, allowing anyone to learn the basics of algebra at their own pace.<br><br>**REQUIRES A SUBSCRIPTION**<br>Access to the content and functionality of this app requires a subscription to Kahoot!+ Family. The subscription starts with a 7-day free trial and can be cancelled at any time before the end of the trial.<br><br><br>The Kahoot!+ Family subscription gives your family access to premium Kahoot! features and several award-winning learning apps for children to explore math and learn to read.<br><br><br>HOW THE GAME WORKS<br>Kahoot! Algebra by DragonBox covers the following algebraic concepts:<br>* Addition<br>* Division<br>* Multiplication<br><br>Recommended for age five and up, Kahoot! Algebra by DragonBox gives young learners the opportunity to get familiar with the basics of equation solving.<br><br>Kahoot! Algebra by DragonBox uses a novel pedagogical method based on discovery and experimentation. Players learn how to solve equations in a playful and colorful game environment where they are encouraged to experiment and use creative skills. By manipulating cards and trying to isolate the DragonBox on one side of the game board, the player gradually learns the operations required to isolate X on one side of an equation. Little by little, the cards are replaced with numbers and variables, revealing the addition, division and multiplication operators the player has been learning throughout the game.<br><br>Playing does not require any supervision, although parents can assist children in transferring acquired skills into solving equations on paper. It is a great game for parents to play with their kids and can also give them an opportunity to freshen up their own math skills.<br><br>DragonBox was developed by former math teacher Jean-Baptiste Huynh and has been recognized as an outstanding example of game-based learning. As a result, DragonBox games have formed the basis of an extensive research project by the Center For Game Science at the University of Washington.<br><br>FEATURES<br>* 10 progressive chapters (5 learning, 5 training)<br>* 200 puzzles<br>* Learn to solve equations involving addition, subtraction, division and multiplication<br>* Dedicated graphics and music for each chapter<br><br><br>AWARDS<br><br>Gold Medal<br>2012 International Serious Play Awards<br><br>Best Educational Game<br>2012 Fun and Serious Games Festival<br><br>Best Serious Mobile Game<br>2012 Serious Games Showcase &amp; Challenge<br><br>App of the Year<br>GullTasten 2012<br><br>Children’s App of the Year<br>GullTasten 2012<br><br>Best Serious Game<br>9th International Mobile Gaming Awards (2012 IMGA)<br><br>2013 ON for Learning Award<br>Common Sense Media<br><br>Best Nordic Innovation Award 2013<br>2013 Nordic Game Awards<br><br>Editors choice award<br>Children’s Technology Review&quot;<br><br><br>MEDIA<br><br>&quot;DragonBox is making me reconsider all the times I’ve called an educational app &quot;&quot;innovative.&quot;&quot;<br>GeekDad, Wired<br><br>Step aside sudoku, algebra is the primordial puzzle game<br>Jordan Shapiro, Forbes<br><br>Brilliant, kids don&#39;t even know that they are doing Math<br>Jinny Gudmundsen, USA today<br><br><br>Privacy Policy: https://kahoot.com/privacy<br>Terms and conditions: https://kahoot.com/terms",3.8,3.8055556
"Note Teacher",com.swampsend.noteteacher,https://play.google.com/store/apps/details?id=com.swampsend.noteteacher,https://play-lh.googleusercontent.com/enMX_0L5QccD8-sUsuHijggLTqyhBnxuZfx0AFnIpGzw4CNkaHO9jPRbT9vNvv0LxQ,"Mika Suonpää",USD,true,"Fun and easy way to learn sight-reading and the names of musical notes. Notes move across the screen on the grand staff. Shoot the notes down by pressing the correct piano key. You can select how fast the notes move and the range of tested notes. Select different key signatures to practice sharps and flats. The application tracks your response times and makes the weak notes appear more often than the ones you can name without hesitation. Practicing with notes on the treble staff is free. The bass staff unlocks with an in-app purchase.<br> <br>If your Android device supports USB MIDI, you can use compatible MIDI devices as input instead of the virtual keyboard. A USB OTG cable is usually required for connecting the devices. Due to manufacturer differences, the MIDI feature may not work on all devices.",4.4,4.38
"StudySmarter: Study helper",com.studysmarter,https://play.google.com/store/apps/details?id=com.studysmarter,https://play-lh.googleusercontent.com/VzMq5P40a_Nj2nPd92hE3IfQLZok8TCyLQKXXzIxC3CbnJSlkeEgfNvMkV0DrHlKuq4,"StudySmarter",USD,true,"The award-winning and free study app for school and uni! <b>Create flashcards and study notes in record time, access shared study materials as well as textbooks from leading publishers, and get a personalized study plan. </b>  Everything in one app!<br>🚀<br> <br><h2><i>„IMAGINE QUIZLET, ANKI, MEMRISE, CHEGG, COURSEHERO, AND ALL OTHER STUDY APPS IN ONE APP - THAT’S STUDYMARTER - Amelia</i></h2><br> <br><h2>ALL-IN-ONE STUDY APP means:</h2><br> <br><b> ✔️ Flashcards</b><br><b> ✔️ Quizzes</b><br><b> ✔️ Lecture Notes</b><br><b> ✔️ Study Notes</b><br><b> ✔️ Study Guides</b><br><b> ✔️ Study Planner</b><br><b> ✔️ Study Reminders</b><br><b> ✔️ Study Groups</b><br><b> ✔️ Textbooks</b><br><b> ✔️ Textbook Solutions</b><br><br>► COMPLETELY FOR FREE!🤩 <br>► 94% OF STUDYSMARTER USERS ACHIEVE BETTER GRADES WITHIN NO TIME! 📈<br><br>• Study with shared flashcards or use our flashcard maker on Laptop or in the app<br>• Use study groups to be informed at university &amp; school or to share your homework<br>• Study using Spaced Repetition mode for scientifically proven study success<br>• Create your schedule with our study planner and keep track of your progress<br><br>🏆  Award-winning App: Named <b>Best Educational App Worldwide<b> by Wharton-QS Reimagine Education Awards 🏆<br><br><b>That&#39;s what our users say:</b><br><br><i>„I’ve used StudySmarter in my first semester at uni to study with flashcards on my commute. It’s just like Quizlet but adds many more cool features“</i> - <b>Oliver</b><br> <br><i>„My life got a lot less stressful ever since I found this app! Couldn&#39;t imagine my education without it anymore“</i> - <b>Dylan</b><br><br>--SIGN UP FOR FREE NOW--<br> <br><h2>THE FREE STUDY APP FOR UNI</h2><br> <br>» For studying in the bachelor or master degree<br>» All tools for an optimized exam prep<br>» Access millions of flashcards and notes shared by other students<br>» Always on track thanks to comprehensive statistics and feedback<br>» Efficient studying with intelligent query modes such as spaced repetition<br> <br><h2>THE FREE STUDY APP FOR SCHOOL</h2><br> <br>» For studying in school or college<br>» As a study aid for better organization &amp; revision help<br>» The perfect addition to your homework<br> <br><h2>THE FREE STUDY APP FOR EVERYONE</h2><br><br>» Save time by having access to shared revision cards on almost all topics<br>» Convert your own study materials into flashcards and study notes in record time<br>» Smart coach for improved discipline and learn motivation<br>» Spaced Repetition &amp; Active Recall mode for effective learning &amp; quicker memorization<br>» Scanning feature to upload own physical study materials digitally<br>» Sketch feature to annotate your flashcards with hand-drawn notes <br>» Homework help &amp; have your study materials always with you<br> <br><b>Overview:</b><br><br>📅 Create your individual study plan with smart goals<br>📱 Study your flashcards &amp; notes via smartphone or PC<br>🤝 Benefit from countless shared flashcards and notes<br>🤓 Study with the intelligent StudySmarter algorithm<br>📊 Track your study process with the help of artificial intelligence<br><br><b>Detailed features:</b><br><br><b>FLASHCARDS &amp; STUDY NOTES</b><br><br>» All the functionalities of Quizlet, Chegg &amp; co. and much more<br>» Use our flashcard maker on your Laptop or mobile phone<br>» Quickly create study notes and flashcards based on your lecture slides<br>» Access millions of shared flashcards and notes<br>» Make use of various quiz modes such as spaced repetition to study &amp; memorize<br>» Comprehensive design options through pictures/screenshots, multiple-choice, sketch painting, etc.<br>» Sketch feature to create hand-drawn notes and flashcards<br>» All your study materials in one app: online &amp; offline<br><br><b>STUDY PLANNER / SCHOOL PLANNER</b><br> <br>» Set goals, create a study plan, and track your results<br>» Check your study statistics and get reminded<br>» Be that organized student at uni with weekly summary reports<br><br><b>STUDY GROUPS</b><br><br>» Collaborate with your peers and work on shared flashcards<br>» Share PDFs, lecture notes, homework…<br><br><h2>SIGN UP FOR FREE NOW</h2><br> <br>TERMS AND CONDITIONS: https://www.studysmarter.de/en/privacy/</b></b>",4.4,4.41
"Lesson Notes",com.lessonotes.lesson_notes,https://play.google.com/store/apps/details?id=com.lessonotes.lesson_notes,https://play-lh.googleusercontent.com/RXrjVxdk99GHZoNRmrYKXtQr_3WRjTcRw9PPb9iLLcHsxgXgdntL_XXtmgxlxuVw4A,"Adeyemi Salau",USD,true,"Get Access to Lesson Manuals and Download as Microsoft Word and PDF",0.0,N/A
"LectureNotes Learning App",in.lecturenotes.lecturenotes,https://play.google.com/store/apps/details?id=in.lecturenotes.lecturenotes,https://play-lh.googleusercontent.com/3W4tm5by5IJKjRRO5Tm4ZBEkBcsNfXcQdSbTBux0tSsdj5f3cCMjB3naBFGSip6faQ,"LectureNotes Technologies",USD,true,"LectureNotes is a platform for Peer-to-Peer Notes sharing, where faculties, toppers, and institutes share their class notes with other students.<br><br>LectureNotes aims to remove dictation from Classroom and bind the students and teachers(educators) community worldwide into a single platform where they can Learn, Share and Educate each other.<br><br>Students can find notes for all their subjects relevant to their syllabus prepared by faculties of their own university. They can connect with the faculty, get their doubts cleared and prepare well for both universities, placements, competitive exams and improve their knowledge and understanding of the concept.<br><br>Seminar presentations, project reports and much more are planned to be added soon.<br><br>Features:<br>1. Personalised Study Table: Quickly access your favorite notes and subjects directly from the Study Table.<br>2. Resume your studies directly from where you left last time.<br>3. Take notes offline, download all the notes for reading even if the internet is not available.<br><br>Learn Share Educate with us and enjoy the Open Learning Platform.<br><br>This is a pre-release and free version of the app.<br><br>Faculties can also create their profile on the website and be visible to academic recruiters from across the nation.<br><br>VISIT US: http://lecturenotes.in/<br>LIKE US: https://www.facebook.com/lecturenotes.in/",3.7,3.7368422
"Teachers Guide Grade 11",com.teachersguidegrade11.books,https://play.google.com/store/apps/details?id=com.teachersguidegrade11.books,https://play-lh.googleusercontent.com/XHV4DH4nRKo06SDcrGLc3sn_HMIdlB0DUXzFL3Woy0YHgMiUJCN4ZNqzC0uWh03O-d8,"D. Perry",USD,true,"Books available in our app<br>1.Mathematics<br>2.Physics<br>3.Chemistry<br>4.Bilology<br>5.Geography<br>6.English<br>7.Economics",4.4,4.428571
"Learn Music Notes [Teacher]",air.learn.music.JungleMusicPro,https://play.google.com/store/apps/details?id=air.learn.music.JungleMusicPro,https://play-lh.googleusercontent.com/krI-QvI8BZhC9eEOpcoScFEcIwn73hl91gYMA6HA0dptyKVO2XPwHQnxiDS4mZKucQ,"K0RTXTECH",USD,false,"Jungle Music is an educational game that lets you easily learn to read music notes in all clefs through an innovating, progressive, playful and instructive method, specially designed for beginner musicians.<br><br>Achieve your quest through the jungle of a desert island and feed your chameleon with flies-notes.<br>The more you progress, the more he grows ... until he becomes the King of Music!<br><br>With Jungle Music, learning music notes becomes child&#39;s play!<br><br>*****************************<br><b>Jungle Music Pro [Teacher Edition] - Dedicated features</b><br><br><b>Manage up to 70 players / students</b><br>   + Follow the music notes&#39; learning<br>   + Add extra-time on timed parts if needed (+25% +50% +75%)<br>      Useful for players/students who may have some difficulties<br>   + Set up their game parameters   <br><br><b>Get detailed statistics</b><br>   + Identify which notes are or not well learned<br>   + Compare how fast the notes are recognized<br><br><b>Design up to 20 custom levels for each clef </b><br>   + Build and save your own music learning process<br>   + Teachers : modify a level on the fly to challenge your students<br><br>*****************************<br><b>Jungle Music global features</b><br><br>Each clef is divided into 20 levels of difficulty, allowing you to learn music notes at your own pace. <br>Earn stars by recognizing as many notes as possible.<br>Obtaining each level 3rd star is timed and unlocks the next level.<br><br>Jungle Music will improve your skills in :<br>+ Score sight reading<br>+ Ear training through listening to the sound of the note (choose among piano, guitar or violin/cello sounds) <br>If a mistake is made, the correction is provided. <br><br>An invaluable tool for learning music theory and solfege: <br>+ Learn music notes in :<br>  + G-Clef : Treble <br>  + F-Clefs : Bass, Baritone <br>  + C-Clefs : Soprano, Mezzo-Soprano, Alto, Tenor	<br>+ Reading on the staff, as well as reading under and above the staff<br>+ Choose the writing of music notes among (Do Ré Mi Fa Sol La Si) / (C D E F G A B) / (C D E F G A H)<br>+ 2 keyboard displayings for learning piano",0.0,N/A
"Notewise - Good Notes & PDF",com.yygg.note.app,https://play.google.com/store/apps/details?id=com.yygg.note.app,https://play-lh.googleusercontent.com/CWyr39QA5BwmkKKYx7XHD2N5l3_qVDqQBle7IoUNSmkvOms6L9GG10N1LIFXuPf2qRHW,"Notewise",USD,true,"Notewise is a digital note-taking app designed and built for Android. Notewise aims to enrich lives and unleash new ideas of students, teachers, artists, and more professionals. We hope to inspire your creativity and improve your productivity by providing you with the most outstanding writing experience on a digital whiteboard ever. Notewise is the top choice for your academic notes, professional memos, presentation slides, personal diaries or even travel journals.<br> <br>✍🏻 Revolutionary handwriting experience<br>- Take handwritten notes naturally and smoothly on your Android tablets and phones. You can write, draw, and sketch using both your fingers and stylus with near zero latency in performance.<br>- Get paper like writing and sketching experience with our powerful sketch technology. Our sophisticated graphical engine will make your calligraphy look even more beautiful digitally.<br>- With the smart palm rejection technology, you can write with great confidence just like on a real paper or a notebook.<br>- Use fingers for zooming or scrolling seamlessly while taking a note. Ideas will never get interrupted.<br>- Utilize a great range of pens (fountain pen, ball pen, brush pen) and highlighters in different sizes, colors, thickness, and pressure sensitivity.<br>- Our goal is to help you take distinctive good notes compared with all traditional notepads and digital memos.<br> <br>📄 Powerful PDF Annotation &amp; Markup<br>- Import a PDF of any size to empower yourself during a class or a meeting.<br>- Reorganize, duplicate, and resize any pages in your PDF.<br>- Use the powerful toolbox provided by Notewise to annotate, markup and sign on your lecture notes or reading materials.<br> <br>🛠 A wide spectrum of tools<br>- Calibrate your creativity using our powerful eraser with unprecedented precision.<br>- Import and mark on an image to accelerate your productivity and beatify your handwritten notes at the same time.<br>- Enrich your professional notes or decorate your diary calligraphy with some perfect shapes in oval, rectangle, or triangle to make it more aesthetic.<br>- Add a text box anywhere with a fully customizable style in your meeting minute or academic note, or professional memo.<br>- Select on and modify even a single stoke with the splendid lasso tool. Redesigning your ideas have never become easier before.<br>- Customize your notes in various of sizes, scales, and backgrounds. Zoom in to adjust your design details, while out to present an overall slide view.<br>- Choose from plenty of note templates and colors, such as blank paper, ruled paper, grid paper and dotted paper. You can simulate handwriting scenario on paper, notebook and even blackboard.<br> <br>🗂 Structural note workspace<br>- Organize your work, school, and personal life using unlimited folders, and classify your lecture notes, meeting memos, and travel plans in a clear structural workspace.<br>- Unlimited pages in one note. Add, delete, duplicate, and reorder pages at your fingertips, leaving you huge freedom to plan and design good notes.<br>- Sort your good notes in a chronological or an alphabetical order. There are so much more flexibilities that you could explore within the workspace.<br> <br>🔗 Note sharing<br>- Export your notes as PDF or images with high quality.<br>- Export multiple pages at once, combining them into one file as needed.<br>- The exported notes are extremely suitable for printing, presentation and more.<br> <br>➕ Other features<br>- Auto save by default. Our chic sketch engine optimizes the note storage and save many spaces on your device for more.<br>- Easy undo &amp; redo for high fault tolerance.<br>- Your goodnotes are processed into thumbnails in timely manner and you can browse your goodnotes collection without opening each one of them.<br>- Use Notewise digital whiteboard as a presentation slide or a teaching blackboard. The versatile pointer tool will help you spot focus and attract attention. Great to be used as handwriting whiteboard, blackboard and notepad.",4.2,4.19
"Your English Teacher",co.loki.yet,https://play.google.com/store/apps/details?id=co.loki.yet,https://play-lh.googleusercontent.com/DAlCPIfrsBZbM0xFu-9T1XsA3dVJpgCoLf4ksAI7z0HIkhYAt5XBiwpOeMdrMtvFTg,"Education Tree Media",USD,true,"Your English Teacher is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",0.0,N/A
"Teachers Guide Grade 9",com.teachersguidegrade9.books,https://play.google.com/store/apps/details?id=com.teachersguidegrade9.books,https://play-lh.googleusercontent.com/RxjXpU_yZTnhntXVIx-Mvix7YIG5CBSYK9gMpQKICz4alvLxRd3NGTxdbrp-_0_vWE8,"D. Perry",USD,true,"E-Books Available In this app<br>1. Mathematics<br>2.Chemistry<br>3.Biology<br>4.Geography<br>5.ICT<br>6.Civics",4.5,4.4615383
"LiveBoard: Online Whiteboard",com.inconceptlabs.liveboard,https://play.google.com/store/apps/details?id=com.inconceptlabs.liveboard,https://play-lh.googleusercontent.com/IlPbBUpZZHmtq_N0ow-_1Q3SQP6S4fbymGbFoCwc7Bb0f_O6JHutxv3Evcuox9AC9cM,"LiveBoard LLC",USD,true,"LiveBoard is an online collaborative platform designed specifically for teaching online!<br> <br>Use LiveBoard to:<br> <br>• Share your experience whenever &amp; wherever you are.<br> <br>• Communicate with the students in real-time via live messaging or audio chat. <br> <br>• Make all students feel present. Let absent students participate as if they are in the classroom. Make classroom teaching easy and interactive via shared whiteboards.<br> <br>• Invite external guests with a public link. Let parents and your future students get familiar with your knowledge and working style. <br> <br>• Fully control drawing, writing and chatting functionality of the participants. Enable and disable them during the whole session. <br> <br>• Teach different subjects and have separate groups for each of your classes or group of participants. <br> <br>• Create groups with predefined members. Maintain all essential materials related to that group in one place and easily share them later. Save time on inviting participants for each session manually. <br> <br>• Visualize teaching. Import JPEG, PNG images and PDF files to make your lessons easy to understand &amp; memorize. <br> <br>• Turn your lessons into video presentations. Record your sessions and share them with your students for later review and exam preparation.<br> <br>• Maintain your lessons for online tutoring. Keep all your materials in one place and use them later while starting your online tutoring business.<br> <br>• Spread your knowledge and share your experience. Record all your desired sessions and share them on your Facebook, LinkedIn, Slideshare and YouTube profiles to gain brand awareness and more potential students in the future.<br>  <br>Questions? Suggestions? Don’t hesitate to email us at support@liveboard.online <br> <br>Download now. Enjoy a 14-day free trial of any paid plan!",4.1,4.07
